
312.89,-356.77,0.46,0.00,0.00,0.00,7.06,0.08,-0.88,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,1.79,5.77,1.93,9.88,2.19,14.02,2.57,17.91,3.05,21.93,3.66,25.93,4.39,29.94,5.25,33.90,6.22,37.99,7.35,41.96,8.59,46.04,10.00,49.97,11.50,53.62,13.01,1.17,-1.71,5.93,-1.57,10.15,-1.30,14.39,-0.91,18.38,-0.42,22.51,0.21,26.61,0.95,30.72,1.83,34.78,2.83,38.98,4.00,43.05,5.26,47.23,6.71,51.26,8.25,55.01,9.80,0.65,8.79,5.06,8.91,9.45,9.17,13.84,9.59,18.21,10.16,22.56,10.87,26.88,11.73,31.16,12.74,35.42,13.90,39.63,15.19,43.79,16.63,47.90,18.21,51.96,19.93,55.96,21.78,0.79,-5.21,5.67,-5.08,10.55,-4.78,15.40,-4.32,20.24,-3.69,25.06,-2.90,29.85,-1.95,34.60,-0.83,39.31,0.45,43.97,1.88,48.59,3.48,53.14,5.23,57.64,7.13,62.07,9.19

322.28,-355.10,-0.20,0.00,0.00,0.00,6.83,-1.16,-6.27,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,1.54,3.30,4.78,6.68,8.14,9.94,11.61,13.08,15.19,16.10,18.88,18.99,22.66,21.74,26.54,24.37,30.52,26.86,34.58,29.21,38.72,31.42,42.94,33.48,47.23,35.40,51.59,2.16,-1.06,5.73,2.26,9.19,5.70,12.53,9.26,15.75,12.93,18.84,16.71,21.80,20.59,24.63,24.56,27.32,28.64,29.87,32.80,32.28,37.04,34.55,41.37,36.66,45.76,38.63,50.23,-7.23,9.33,-4.00,12.32,-0.88,15.43,2.14,18.64,5.05,21.95,7.84,25.36,10.51,28.86,13.06,32.45,15.49,36.13,17.80,39.88,19.97,43.71,22.02,47.61,23.93,51.58,25.70,55.62,2.13,-1.09,5.70,2.23,9.16,5.67,12.51,9.23,15.72,12.90,18.82,16.68,21.78,20.55,24.61,24.53,27.30,28.60,29.85,32.76,32.26,37.01,34.53,41.33,36.64,45.73,38.61,50.20

336.32,-343.06,1.53,0.00,0.00,0.00,6.96,0.73,0.55,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,-3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,0.99,5.64,-2.49,8.83,-5.87,12.13,-9.13,15.53,-12.29,19.05,-15.32,22.66,-18.24,26.38,-21.03,30.18,-23.69,34.07,-26.22,38.05,-28.62,42.10,-30.88,46.23,-33.00,50.43,-34.98,-0.10,-1.28,3.05,-4.85,6.32,-8.31,9.71,-11.66,13.20,-14.90,16.81,-18.01,20.51,-21.00,24.32,-23.86,28.22,-26.59,32.21,-29.18,36.29,-31.64,40.45,-33.96,44.69,-36.14,48.99,-38.17,7.84,5.60,10.75,2.29,13.77,-0.91,16.90,-4.01,20.13,-7.01,23.46,-9.89,26.89,-12.66,30.41,-15.31,34.02,-17.83,37.71,-20.24,41.48,-22.51,45.33,-24.66,49.25,-26.68,53.23,-28.56,-2.83,-3.47,0.40,-7.13,3.75,-10.69,7.21,-14.12,10.79,-17.44,14.49,-20.63,18.28,-23.70,22.18,-26.63,26.18,-29.43,30.27,-32.10,34.45,-34.62,38.71,-37.00,43.05,-39.23,47.46,-41.32

347.80,-327.05,0.78,0.00,0.00,0.00,7.00,0.05,-9.01,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,1.79,5.38,1.95,9.89,2.27,14.39,2.74,18.87,3.37,23.33,4.14,27.76,5.07,32.15,6.15,36.51,7.37,40.82,8.74,45.08,10.26,49.29,11.92,53.44,13.73,57.52,15.67,0.93,-1.71,5.57,-1.54,10.20,-1.22,14.81,-0.73,19.41,-0.09,23.99,0.70,28.53,1.66,33.04,2.76,37.51,4.02,41.94,5.43,46.31,6.98,50.63,8.69,54.89,10.54,59.08,12.53,0.59,5.28,5.00,5.44,9.39,5.74,13.77,6.19,18.14,6.79,22.48,7.54,26.79,8.44,31.07,9.48,35.32,10.67,39.52,12.00,43.67,13.47,47.77,15.08,51.81,16.83,55.79,18.72,0.84,-8.71,5.72,-8.54,10.59,-8.21,15.45,-7.71,20.28,-7.04,25.09,-6.21,29.87,-5.22,34.61,-4.06,39.31,-2.75,43.97,-1.28,48.57,0.35,53.11,2.14,57.59,4.08,62.00,6.17

355.46,-322.59,0.22,0.00,0.00,0.00,6.40,-1.71,-10.67,-4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.19,3.71,4.06,7.26,7.06,10.70,10.17,14.04,13.40,17.26,16.74,20.37,20.19,23.36,23.74,26.23,27.39,28.97,31.14,31.59,34.98,34.07,38.90,36.42,42.91,38.63,46.99,2.18,-1.60,5.92,1.35,9.56,4.42,13.10,7.62,16.52,10.93,19.82,14.35,23.01,17.89,26.08,21.53,29.02,25.28,31.83,29.12,34.51,33.06,37.06,37.08,39.47,41.19,41.73,45.38,-4.14,6.79,-0.68,9.51,2.69,12.36,5.95,15.31,9.12,18.38,12.18,21.55,15.12,24.82,17.96,28.19,20.68,31.66,23.28,35.21,25.76,38.86,28.11,42.58,30.34,46.38,32.43,50.26,4.34,-4.35,8.17,-1.33,11.90,1.82,15.52,5.09,19.03,8.49,22.42,12.00,25.68,15.63,28.82,19.36,31.84,23.20,34.72,27.14,37.47,31.18,40.07,35.30,42.54,39.52,44.86,43.81

369.99,-310.44,0.99,0.00,0.00,0.00,6.98,0.07,-13.58,7.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,1.72,5.85,1.83,10.61,2.10,15.35,2.53,20.07,3.12,24.78,3.87,29.45,4.78,34.09,5.84,38.69,7.07,43.25,8.45,47.76,9.98,52.21,11.67,56.61,13.50,60.94,15.49,1.11,-1.78,5.99,-1.67,10.86,-1.39,15.72,-0.95,20.57,-0.35,25.39,0.42,30.18,1.35,34.93,2.45,39.65,3.70,44.32,5.12,48.94,6.69,53.51,8.42,58.01,10.30,62.45,12.33,0.86,12.22,5.27,12.32,9.66,12.56,14.05,12.95,18.42,13.49,22.78,14.18,27.10,15.01,31.40,15.99,35.65,17.12,39.87,18.39,44.05,19.80,48.17,21.36,52.23,23.05,56.24,24.88,0.92,-1.78,5.80,-1.67,10.67,-1.41,15.53,-0.97,20.38,-0.38,25.20,0.39,29.99,1.31,34.75,2.40,39.47,3.65,44.14,5.06,48.76,6.62,53.33,8.34,57.83,10.22,62.27,12.25

376.09,-292.59,1.39,0.00,0.00,0.00,6.97,-0.02,-15.97,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.45,-1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,1.46,5.92,0.36,10.46,-0.59,15.04,-1.39,19.64,-2.03,24.25,-2.51,28.89,-2.84,33.53,-3.01,38.17,-3.02,42.81,-2.87,47.44,-2.57,52.06,-2.11,56.66,-1.49,61.24,-0.72,0.52,-1.92,5.14,-3.06,9.80,-4.03,14.50,-4.85,19.21,-5.50,23.95,-6.00,28.70,-6.33,33.46,-6.51,38.22,-6.52,42.98,-6.37,47.73,-6.06,52.47,-5.58,57.19,-4.95,61.88,-4.16,3.09,8.26,7.37,7.21,11.68,6.30,16.02,5.54,20.38,4.93,24.76,4.47,29.16,4.16,33.56,3.99,37.96,3.98,42.37,4.11,46.76,4.40,51.15,4.83,55.51,5.42,59.86,6.15,-0.48,-5.28,4.26,-6.44,9.03,-7.45,13.84,-8.29,18.68,-8.96,23.53,-9.48,28.40,-9.82,33.28,-10.00,38.16,-10.02,43.04,-9.87,47.91,-9.55,52.76,-9.07,57.60,-8.43,62.41,-7.62

379.40,-274.65,1.25,0.00,0.00,0.00,6.97,-0.08,-22.43,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05,-0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,1.67,5.31,1.82,9.82,2.12,14.32,2.57,18.81,3.17,23.27,3.93,27.70,4.84,32.10,5.89,36.46,7.10,40.78,8.45,45.31,10.02,50.03,11.66,54.76,13.31,59.48,14.95,0.84,-1.83,5.48,-1.68,10.11,-1.37,14.73,-0.91,19.33,-0.29,23.91,0.49,28.46,1.42,32.97,2.51,37.45,3.74,41.88,5.13,46.46,6.71,51.19,8.36,55.91,10.00,60.63,11.65,0.81,5.17,5.21,5.32,9.61,5.61,13.99,6.05,18.36,6.65,22.70,7.38,27.02,8.27,31.30,9.30,35.54,10.48,39.75,11.80,44.24,13.35,48.97,15.00,53.69,16.64,58.41,18.29,1.03,-8.82,5.91,-8.66,10.78,-8.34,15.63,-7.85,20.47,-7.19,25.28,-6.38,30.06,-5.39,34.81,-4.25,39.51,-2.95,44.17,-1.48,48.85,0.13,53.57,1.78,58.29,3.42,63.01,5.07

384.59,-266.62,0.99,0.00,0.00,0.00,6.50,1.53,-24.67,-3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,1.10,4.71,2.72,9.01,4.49,13.24,6.40,17.40,8.45,21.50,10.64,25.51,12.98,29.45,15.44,33.46,18.13,37.61,20.92,41.76,23.71,45.91,26.51,50.05,29.30,54.20,32.09,1.53,-2.20,5.99,-0.54,10.39,1.27,14.73,3.23,19.01,5.34,23.20,7.59,27.32,9.98,31.36,12.51,35.42,15.22,39.57,18.02,43.71,20.81,47.86,23.60,52.01,26.40,56.15,29.19,-1.77,7.78,2.36,9.32,6.43,11.00,10.44,12.82,14.39,14.77,18.27,16.86,22.08,19.08,25.81,21.42,29.75,24.07,33.90,26.86,38.05,29.65,42.19,32.45,46.34,35.24,50.49,38.03,2.91,-5.42,7.48,-3.71,11.99,-1.85,16.44,0.17,20.81,2.33,25.11,4.65,29.33,7.10,33.46,9.70,37.57,12.46,41.72,15.25,45.87,18.04,50.02,20.84,54.16,23.63,58.31,26.42

390.03,-258.71,1.02,0.00,0.00,0.00,6.57,1.40,-27.37,-0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.28,4.85,3.09,9.20,5.04,13.47,7.14,17.68,9.38,21.80,11.76,25.94,14.32,30.17,16.98,34.41,19.63,38.64,22.29,42.88,24.95,47.12,27.60,51.35,30.26,55.59,32.91,1.72,-1.98,6.23,-0.13,10.69,1.87,15.07,4.02,19.37,6.32,23.60,8.76,27.79,11.36,32.03,14.01,36.27,16.67,40.50,19.33,44.74,21.98,48.98,24.64,53.21,27.29,57.45,29.95,-3.44,11.04,0.64,12.70,4.66,14.51,8.61,16.44,12.50,18.51,16.32,20.72,20.28,23.17,24.51,25.82,28.75,28.48,32.99,31.14,37.22,33.79,41.46,36.45,45.70,39.10,49.93,41.76,1.63,-2.01,6.15,-0.17,10.60,1.83,14.99,3.98,19.29,6.27,23.52,8.71,27.71,11.31,31.95,13.96,36.19,16.62,40.42,19.27,44.66,21.93,48.90,24.59,53.13,27.24,57.37,29.90
